,과목명,교수명,수업코드,수강후기,평점
1942,동양의눈으로본문명교류사,박성준,20070,"강의를 들었다면 퀴즈는 틀릴 수가 없는 수준임. 코로나 때문에 비대면이라 중간고사가 과제로 대체되는 바람에 기말고사 범위가 전범위라 고생을 많이 했지만, 시험은 무난한 수준이었음.",5.00
1943,동양의눈으로본문명교류사,박성준,20070,솔직히 기말 정말 잘봤는데 강의듣는게 귀찮아서 안듣고 퀴즈풀어서 4개 틀렸는데 에제뜸... 퀴즈 쉽고 기말도 쉬운만큼 하나라도 놓치면 안돼요 듣게된다면 퀴즈든 기말이든 하나하나 놓치지 말고 꼭 잡아가시길,5.00
1944,동양의눈으로본문명교류사,박성준,20070,"2020년 2학기에는 출석, 퀴즈, 중간 대체 레포트, 기말고사(온라인)으로 점수를 산출했습니다. 한 주에 강의가 2개씩 올라와요. 퀴즈도 2개고요. (한 강의 당 50분 이내입니다. 퀴즈도 2문제 씩이고 강의 들었다면 매우 쉬워요.) 즉, 생각보다 시험 준비하면서 공부해야 할 양이 많아요. 교수님 강의력이 워낙 좋으셔서 지루하다, 힘들다는 생각은 안 들지만 시험공부하려고 보면 양이 정말 많아요. (중간 안 봐서 기말고사를 전 범위로 봤어요.) 또, 세세한 부분에서 문제를 출제하시기 때문에 좋은 점수를 받고 싶으시다면 꼼꼼히 준비하셔야 하고 미리미리 정리해두셔야 시험공부할 때 수월할 거예요. 레포트 작성은 동서양 문명 교류 사례 조사 였습니다:) 5장 분량이었고, 생각보다 힘들었습니다.  하지만 교수님이 학생들을 많이 배려해주시고 생각해주시는 좋은 분이라는 생각이 들었어요. 융통성 있으시고 강의력까지 좋은 참 교수님입니다.  학점도 후하게 주시고요. 역사 좋아하시는 분들은 정말 재밌게 들을 수 있는 수업이니까 신청해서 들으시기를 바랍니다.",5.00
1945,동양의눈으로본문명교류사,박성준,20070,재밌음. 역사 좋아하면. 아니면 외울게 좀 많음.,5.00
1946,동양의눈으로본문명교류사,박성준,20070,내용도 재미있고 교수님이 잘 가르쳐주셔서 흥미로웠음레포트는 적당히 서치하면 나와서 할만함시험은 1학기때 내신거 그대로 주관식에 몇개 내신듯 퀴즈 한개 틀렸는데 에이쁠 충분히 받을 수 있음,5.00
1947,동양의눈으로본문명교류사,박성준,20070,역사 관심 있으면 재밌음. 시험도 어렵진 않다.,4.00
1948,동양의눈으로본문명교류사,박성준,20070,"코로나 시기라 중간은 투표로 정해서 과제 대체, 기말은 줌 카메라 켜고 비대면 시험. 교수님 되게 열정적이시고 좋아요. 좋은데 전 그냥 역사를 싫어했기에 힘들었... 중간 과제는 그냥 저냥 어떻게 냈고 기말이 범위가 전 범위라 내용이 겁나 많음. 학점은 아직 안 나와서 모르겠고 역사 좋아하는 사람이나 열정적인 교수님 좋아하는 사람이 들으면 진짜 좋을 듯. 사실 과제나 팀플 없다는 것만으로도 들을 이유는 충분함. 그럼 이만 총총~",3.00
1949,동양의눈으로본문명교류사,박성준,20070,"갓성준.중간 과제, 기말 시험 둘 다 망한줄 알았는데  성적 잘나옴.그런데 시험 분량 어마어마함.강의는 재밌었는데 관심없으면 지루할 수도 있음",5.00
1950,동양의눈으로본문명교류사,박성준,20070,중간은 과제였고 기말은 시험이었어요 과제 자체는 어렵지 않았는데 전 시간 엄청 썼어요ㅠㅠ 시험은 약간 예상 못 한 부분에서 나오긴 했지만 그냥 꼼꼼하게 공부하면 충분히 볼 수 있을 것 같아요 솔직히 시험보면서 망했다 싶었는데 점수 되게 후하게 주셔서 놀랐어요! 교수님께서 학생들 의견 많이 들어주려고 노력하시는게 느껴졌습니다 강의도 이해하기 쉽게 잘 해주시고 진짜 귀여우십니다 ㅠㅠ 총총!,5.00
1951,동양의눈으로본문명교류사,박성준,20070,저는 개인적으로 교수님과 소통이 잘 되지 않았던 수업이었습니다..다만 학점같은 것은 역사를 엄청 어려워하고 흥미가 없었던 저도 잘 나온걸로 보아 학점은 잘 주시는 듯 합니다,3.00
1952,동양의눈으로본문명교류사,박성준,20070,"다음 학기에도 박성준 교수님 강의를 듣고 싶을 정도로 아주 만족스러운 교양 수업이었습니다. 중간 대체 레포트 1번, 기말고사 1번, 출결로만 성적이 산출되고, 과제 없이 강의만 들으면 되서 마음 편하게 들을 수 있었던 것 같습니다. 무엇보다 교수님의 강의력이 정말정말 최고여서 항상 기다려지는 수업이었습니다. 교수님이 가르치시는 모든 내용이 귀에 쏙쏙 잘 들어오고 교수님 수업을 통해 세계사의 전반적 흐름을 알 수 있었던 매우 유익한 교양강의였습니다. 한 번도 세계사를 배워보지 못했더라도 교수님 수업만 잘 따라오면 충분히 에이쁠 받을 수 있습니다!! 그리고 교수님 정말 착하십니다!! 피드백도 잘 해주십니다!! 정말 최고의 교양강의였습니다~",5.00
1953,동양의눈으로본문명교류사,박성준,20070,"참교수님..정말 대학 수업이 다르긴 다르구나 하는 걸 제대로 느꼈어요 집중해서 듣다보면 앞 내용이랑 뒷내용이 정말 자연스럽게 이어져서 교수님이 설명하실 때마다 감탄이 나올 정도예요 참고로 전 헬레니즘 문화나 간다라 문화, 페스시아 그리스 전쟁 등 거의 대부분의 내용을 아예 몰랐었는데도 이해가 잘 됐어요(그정도로 설명 잘해주심) 제가 다른 수업 중에 정말 지루해서 도저히 못듣겠다 싶은 강의도 있었는데 박성준 교수님은 말투나 목소리,속도 다 좋았어요! 시험은 정말 역사 흐름 잘 익히고 고등학교 내신 공부하듯이 다 외우면 에이쁠 받을 수 있을 거예요",5.00
1954,동양의눈으로본문명교류사,박성준,20070,"교수님 강의할때도 귀여우셔서 항상 재밌게 강의 들어습니다! 일단  타강의에 비해서 과제가 없다는게 찐 장점! 과제라고는 중간레포트하나였습니다! ㅋㅋ중간고사는 레포트대체였고,기말고사는  대면으로 치뤘는데  시험은 서술형 비중보다  단답형 비중이 더 높아서 강의안만 보고 역사 흐름만 제대로 파악할줄 알면 좋은 점수 받을 수 있어요!  시험문제가 생각보다 쉬워서 한두개만 틀려도  점수하락이 클 것이라 생각했어요ㅜ 저역시 여러문제를 틀려서 아쉽게 생각하고 있었는데 최종점수 100점으로 A+주셨습니다ㅎㅎㅎ완전 학점느님의 정석인듯!역사 교양 중 단연 최고이십니다!!!",5.00
1955,동양의눈으로본문명교류사,박성준,20070,"일단 교수님께서 학생들이 배려하시는게 너무 잘 느껴졌습니다! 코로나로 인해 온라인강의로 진행됐었는데 목소리 작게 녹음되니까 피드백해주셨어요! 강의 내용은 저는 역사에 대해 그렇게  관심이 있는 편이 아니라 그냥저냥 듣긴했는데 시험은 고등학교 내신 공부하듯 내용만 달달 외우면 A+ 가능할 거같아요 저는 안 외워서 망했지만,,, 아무튼 만족스러운 강의였습니당",4.00
1956,동양의눈으로본문명교류사,박성준,20070,개인적으로 역사에ㅜ대한 흥미를 키워주고 상식과 지식을 함양할 수 있었던 좋은 강의였음!!,5.00
1957,동양의눈으로본문명교류사,박성준,20070,지금 온라인 강의 중이고 성적이 나오지도 않았고 마찬가지로 출석 형식도 몰라서 에타 기본 폼대로 놔뒀습니다. 과제 조모임 시험 횟수 총점만 참고하세요. 저는 원래 역사 좋아하기도 했지만 이 강의 들으면서 더 좋아졌습니다...... ㅠㅠ 밑밑댓 말대로 교수님 너무 귀여우신 것도 있지만 굉장히 쉽게 스토리텔링 식으로 설명해주세요. 고등학교 때 세계사 선택해서 똑같은 내용 배웠었는데 더 어려운 내용을 더 쉽게 가르쳐주시는 것 같달까요? 그리고 밑댓은 중간고사 대체과제 헬이었다고 하시는데 저는 헬까진 아니었던 것 같습니다 분량은 좀 힘들었지만요. 근데 이건 정말 개인차가 큰 부분이에요. 그런 걸 다 떠나서 교수님과 수업 자체만 놓고 보면 5점으로도 모자라요 ㅠㅠ,5.00
1958,동양의눈으로본문명교류사,박성준,20070,밑에 평가는 교수님 팬인가? 아무리 그래도 그렇지 팩트없이 평가 남발은 보기 좀 그렇네...ㅋㅋㅋ 심지어 아무리 그래도 그렇지 지금 5월 1일 중간고사 보기도 전인데 학점느님 이러는건 좀 문제가 있지 않나 싶네요...ㅋㅋㅋ 아울러 이 평가는 코로나로 인해 온라인 강의로 대체된 수업입니다 20년 1학기 평가를 보실 때 참조하세요.. 밑 평은 댓글알바가 아닌가 싶을 정도로 시기도 평가도 미심쩍네요;; 꿀강까지는 아닙니다. 역사 좋아하시는 분들에겐 추천하지만 목소리톤이 일관되고 나긋나긋해서 졸립니다. 중간과제는 헬이고요. 나쁘다까지는 아니지만 좋다도 아닙니다.,3.00
1959,동양의눈으로본문명교류사,박성준,20070,개인적으로 저는 수업 정말 재밌었어요.  교수님이 재치있으시고 재밌으셔서 수업 집중도 잘되서 좋았어요. 교수님 최고!!  수업 마지막에 그럼 이만 총총 하시는 것두 넘 귀여우심ㅜㅜ,5.00
1960,사랑의역사:사랑에관한철학적성찰,김양희,20071,주제가 흥미로워서 수업듣는데 지루하지 않았습니다. 그리고 수업을 들으면서 몰랐던 다양한 정보들과 지식들을 알 수 있어서 너무 좋았습니다. 시험은 중간 기말 둘다 과제로 대체됐는데 모두 레포트 쓰기였습니다. 시간 투자해서 열심히 쓰고 수업 열심히 들으면 충분히 좋은 점수 받을 수 있을거라고 생각합니다.,5.00
1961,사랑의역사:사랑에관한철학적성찰,김양희,20071,"철학수업을 듣고 싶어 듣게 되었습니다. 다른 교양들도 있었지만, 저는 철학 전체의 전반적인 내용보다 한가지 주제에 집중적으로 배워보고 싶어서 이 수업을 수강했습니다. 사랑에 대한 철학의 역사적 흐름과 여러 담론들에 대해 배웁니다. 개인적으로 정말 흥미로운 수업이었습니다. 가장 좋았던 교양강의중 하나라고 말하고싶네용 ㅎㅎ하지만 아래 강의평처럼 자신이 철저하게 이과적인 사고방식을 지녔다면 수강하기에 어려움이 있을 수 있다고 생각합니다. 제가 이번에 같이 수강한 학생분들이 모두 작가 뺨치게 글을 쓰시더라구요. 저도 어디가서 글로 꿀리지 않는데 정말 놀랐습니다ㄷㄷ꿀강 기대하시는 분들에게는 비추하고요. 생각하길 좋아하시는 분들께 추천합니다. 시험대체레포트가 생각보다 정식적인 느낌이라 쓰기 힘드실 수도 있을 것 같습니다.",5.00
1962,사랑의역사:사랑에관한철학적성찰,김양희,20071,따로 시험은 없고 과제로 수업 요약과 자신의 생각을 담아서 적는 레포트가 있습니다 물론 레포트를 쓰는 게 만만치 않지만 매 수업마다 교수님의 정성이 느껴졌고 교수님께서 던져주시는 질문거리를 혼자서 고민하고 또 다른 사람들과 의견 나눌 수 있어서 좋았습니다 사랑에 대해 진지하게 고민해보고 타인의 사랑도 엿듣고 철학적으로 사랑을 접근할 수 있었습니다 꼭 한 번 들어보세요!,5.00
1963,사랑의역사:사랑에관한철학적성찰,김양희,20071,듣...지...마....s...t...a....y....도...망.....쳐......진짜 강의 후기보고 꿀강인줄 알고 들었다가 레포트 쓰다가 울었음 레포트 잘쓰고 레포트 쓰는거 좋아하는 사람만 들으세요 ........저는 레포트 하나쓰는데 3일동안 끙끙댔음....................,2.00
1964,사랑의역사:사랑에관한철학적성찰,김양희,20071,내 의견을 글로 풀어 말하는 것이 대부분이라 글쓰기를 어려워하면 조금 힘들 수도 있다 말 그대로 사랑의 역사를 배운다 역사! 그리스부터 쭉 사랑에 관한 토론은 재밌었다,5.00
1965,사랑의역사:사랑에관한철학적성찰,김양희,20071,이번학기는 과제 대체 레포트로 진행되어서 레포트 잘 못쓰는 사람이거나 성격이 공대다 싶으면 좋은 학점을 얻기에는 어려웠다고 생각합니다.그래도 성적빼고는 다 괜찮은 교양이었습니다.참고로 다음 학기부터는 토론형으로 수업한다고 말씀하신거 같았습니다.,4.00
1966,사랑의역사:사랑에관한철학적성찰,김양희,20071,"자기 사고방식이 공대다. 좀 감성이 풍부하지않다 하면 듣지마세요.온라인 강의라그런지 시험 2번 다 비대면이였는데 글쓰는거 진짜 많아요. 특히 기말 대체 레포트, 에쎄이는 하.. 성적은 비율 맞춰서 주십니다.",2.00
1967,사랑의역사:사랑에관한철학적성찰,김양희,20071,철학적인 개요를 가지고 재미있게 풀어서 얘기해주신다 사랑의 역사하고 해서 고대 그리스 철학부터 해서 중세를 거쳐 근대에 이르기까지사랑에 대한 철학자들과 문학작품으로 각 시대가 갖는 보편적 이상적 사랑관과 역사에 대해 배우며 수업이 끝나고 의견이나 질문사항이 생겨 다가가면 싫은 기색 하나 없이 대답해주시고 의견도 수용해주신다 시험은 중간고사 한 번과 기말 시험 대체 레포트로 평가한다 레포트는 자신의 철학관이나 이미 배운 내용을 이해한 것울 바탕으로 한 작품을 설정해서 철학적으로 분석하고 자기의견을 내면 되고 점수는 후하게 주시는 것 같다 열심히했고 A+이라서 사실 성적을 잘 주신다 이렇다 할 수는 없겠지만 열심히 한다면 교양수업수준에 걸맞게 교양을 쌓고 얻어가는 게 있다고 생각하므로 추천함 교수님이 오픈마인드고 이야기도 잘 풀어주심 조 모임은 점수반영 안되므로 생략,5.00
1968,사랑의역사:사랑에관한철학적성찰,김양희,20071,교수님은 진짜 진짜 좋으시고 강의 내용도 나름 흥미롭긴 했으나 나의 성적은 정말 흥미롭게 나왔다. 사랑에 관해 과거~현대까지 시간순으로 철학적인 내용을 배운다 . 예를 들어 초반에는 플라톤의 향연을 중점적으로 파이드로스 아리스토파네스 소트라테스 등 철학자들이 사랑을 뭐라고 생각했는지에 대해 배운다. 사실상 철학수업이고 주제가 사랑인 사랑철학 수업이다. 막 흥미진진하고 재밌는 꿀 교양은 아니다. 중간때 서술형+퀴즈를 보고 기말때 퀴즈+에세이로 점수를 내는데 중간 서술형 점수로 거의 성적이 정해진다. 다들 꽤 열심히  공부하고 공부한만큼 성적이 나오는것 같다.,4.00
1969,사랑의역사:사랑에관한철학적성찰,김양희,20071,"시험은 중간고사 1번,  중간 후에 게츠비 영화보고 퀴즈1번이 끝임역사와 철학 파트중에서 가장 외울게 적고 편하게 들을 수 있는 꿀교양ㅇㅇ 철학적 지식 전~혀 없어도 어느정도만 생각할 줄 알면 레포트도 금방씀(기말대체 레포트임) 꿀교양소리 듣고 들었는데 개꿀임ㅇㅇㅇㅇㅇㅇㅇ중간고사도 딱히 외울게 없음 한 2~3번 프린트 읽어가면 점수 잘나옴",5.00
1970,사랑의역사:사랑에관한철학적성찰,김양희,20071,논술을 잘하고 철학쪽에 관심이 있어야 성적이 나올 듯... 교수님은 좋으심,3.00
1971,사랑의역사:사랑에관한철학적성찰,김양희,20071,"나만 알고 싶은 강의...였는데 강의평 스멀스멀 올라오길래 나도 하나 써봄이번 학기에 들은 교양 중에 제일 마음에 들었는데친구들 중에는 싫어하는 애들도 꽤 많았었음시험 1번 (개쉬움, 단답 + 논술)레포트 1번점수 반영 안 되는 조별 토의 2~3번 (그냥 생각 공유하는 시간, 좋음)전자출결",5.00
1972,사랑의역사:사랑에관한철학적성찰,김양희,20071,"I love you사랑의 역사라고해서 커활 같은거 있고 그럴거라는 기대는 마시고.. 사랑에 관한 철학,  역사 배우는데 중간고사에 시험 한번 보고 쪽지시험도 보고 그러는데 시험문제도 절반 넘게 알려주시고.. 기말레포트도 그냥저냥 잘 쓰면 될듯 A+ 감사합니다 고학번 많아서 긴장했는데 너무 좋다! 외쳐 갓! 그리고 너무 좋으신 분 같아서 왠지 더 좋았던 수업",5.00
1973,사랑의역사:사랑에관한철학적성찰,김양희,20071,I love young boy.I love married woman.,5.00
1974,사랑의역사:사랑에관한철학적성찰,김양희,20071,사랑좀 해볼라고 시작했다가 졸지에 철학을 배우게 된 수업. 하지만 교수님 자체가 수업을 재밌고 어려운 부분 잘 풀어 설명해주셔서 수업시간은 즐거움. 중간+기말+퀴즈로 생각보다 커리큘럼은 빼곡히 채워져있음. 수업시간 내에있는 팀플 부담안되고 수업 중간중간 영상자료도 많아서 힘들지 않을거임. 성적은 본인이 한만큼 정직하게 나오니 교양다운 수업듣고 싶으면 추천!,5.00
1975,사이버토익,강현숙,20072,rc는 실제토익보다 전반적으로 쉬운 편인데 lc가 엄청 어렴고 실제 토익 900후반인데도 700점대 뜨네요.,3.00
1976,영어커뮤니케이션1-초급,이주영,20073,"원어민 교수님들이 진행하시던 수업을 재수강용으로 아무 강사에게나 맡긴 것 같은 최악의 수업. 수업 난이도도 실망, 수업 진행도 엉망, . . . .",1.00
1977,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,수업에서 대답만 잘 하고 참여 열심히하면 점수 잘 주셔요특히 발표가 영향 큰 것 같은데 잘 외워서 안떨고 하시면 될 것 같아요교수님 밝고 좋으십니다 ~,5.00
1978,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,스피킹+시험지 이렇게 시험 두번씩 중간 기말봅니다,1.00
1979,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,자잘하게 할 거 진짜 많고 발표같은 거 할 때 교수님 태도가 좋은 편은 아닌듯. 그리고 담배냄새 너무 나서 앞자리에 앉으면 힘듦,1.00
1980,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,사랑해요 교수님❤️❤️ 기대안하고 있었는데 학점 잘 주심 ㅎㅎㅎ,5.00
1981,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,진짜 중간 기말 팀 발표 + 중간 기말 시험  넘나 귀찮아요!!,1.00
1982,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,"중간 english conversation 1번기말 presentation 1번중간지필고사, 기말지필고사 1번씩 있고 간단한 과제 하나 정도 있음.학점은 a,b,c 비율채워주고 +도 다 붙여주신다고 직접 말하심.채점을 깐깐하게 하는 편은 아니심 적당히 노력해서 상대평가 범위 충족할만큼 잘하면 될듯초급이라 그런지 모르겠으나 설명보다는 그냥 함께 듣고 답맞추고 그러는 정도인 것 같음",4.00
1983,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,"산타 할아버지처럼 생기심. 담배 냄새가 많이 나서 가까이 올 때마다 조금 괴로웠음. 중간 기말 둘 다 책에 있는 거 열심히 복습하면 시험 점수는 잘 나올 것. 문법 부분이 가장 헷갈리게 나오는데 어떨 때, 어떤 형식으로 쓰이는지 잘 알아두면 좋을  듯. 중간 기말 전에 짝이랑 같이 대화하는 거 한 번 짝이랑 같이 같은 주제로 프리젠테이션하는 거 한 번 이렇게 스피킹을 하는데 무조건 다 외워서 해야함. 여기서도 갈리는 듯. 또 목소리 성량도 좀 중요시 여기는 듯. 평가란에 목소리가 있는데 목소리가 안 들리면 여기서 많이 깎임. 커뮤니케이션이라 다른 교수님들처럼 단체로 뭐 하는 거 있긴하지만 빈도는 그렇게 많지 않음.",4.00
1984,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,교수님이 호탕하심. 수업도 나름 재밌지만 과제가 다른 영커 반에 비해 조금 많음.,4.00
1985,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,리액션 is  perpect.  같은 table에 앉은 사람끼리  영어표현 주고받기도하고  전체적으로같이 game아아닌 game도하고 나름 흥미로움.영어울렁증이 있어 이런게 a lltte힘들긴햇지만 좋앗음,4.00
1986,영어커뮤니케이션2-초급,Craig H. Kerschner,20076,산타할아버지처럼 생기셧음 리액션 귀여움교과서 위주로 수업하다보니까 다른 교수님들에 비해 지루한 경향이 있음,3.00
1987,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,약간 본인이 내향적이면 추천 외향적이면 핵비추,1.00
1988,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,책에서 문제 그대로냄 문제를 잘읽어야함 진짜 문제만 잘읽었으면 A+임,1.00
1989,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,책에 많이 집중하신 모습이에요...저랑은 조금 안맞았지만 괜찮으신분 같아요!,3.00
1990,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,"다른 영커 수업과는 다르게 책 진도에 되게 치중하시는 것 같아요. 그러다보니 그렇게 재미있는 수업이라 느껴지진 않았습니다. 그래도 학점은 잘 주시려고 합니다. 중간말하기, 중간필기시험, 기말발표, 기말필기시험 4번 치르는데 시험은 난이도가 쉬운편이라 말하기나 발표를 잘해야 성적을 잘 받을 수 있는 것 같아요. 수업 중간에 화장실이나 어디 밖으로 나가는 거 정말정말 싫어하세요. 실용영어관 앞 지나가면 오토바이에서 맨날 담배태우고 계시는 미스터케이의 모습을 보실 수 있을거에요",4.00
1991,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,꽤 일찍 끝내주시는 날 많음 출석도 3분쯤?좀 기다리셨다가 부르시고 소통 좀 하려하심 교수님이 스쿠터타고 다니심  좀 나이드셔서그런지 수업때만 밝으신거같음 메일은 확인안함 시험점수는 하란대로 하면 잘 나옴  팀플두번 하고 파트너 자기가 찾아야함  팀플 점수는 좀  적당적당히 주는듯,3.00
1992,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,수강중인데 귀여우심 교수님.일단 과제는 지금까지 그냥 리뷰 풀어오라고만 하시고 따로 검사 같은 것도 안 하셨음.,5.00
1993,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,첫 인상은 좀 무섭긴 했는데ㅋㅋㅋ 수업 일찍 끝내주시는 착한 겨수님ㅎㅎ 은근 개그도 치시고 그래서 재밋었음!! 셤 수준도 많이 어렵지 않아서👍🏻,5.00
1994,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,과제는 두번 두명이서 2분30초정도 발표와 두명이서 피피티를 이용해 7분정도 발표시험은 중기말 두번이고 교재 챕터끝마다 있는 리뷰파트 가끔 숙제 내주심화장실 갈때는 휴대폰 들고가지 않기잘웃다가도 갑자기 정색하실때 있음학점은 듣던것 보다는 생각보다는 잘 주시는 것 같아요,4.00
1995,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,숙제2번 발표2번 필기시험2번 / 내 점수는 잘 나왔는데 열심히 안하면 똥망했을듯,4.00
1996,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,"수업 때 항상 즐겁게 하시려고 노력하시는 모습이 보기 좋았고 , 수업 일찍 끝내주는 거 일등이심 👍 학점도 생각보다 잘 주셔서 좋았던 교수님!",5.00
1997,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,"영어커뮤니케이션이라는 과목 자체가 교수님마다 다른데 이 수업같은 경우는 시험이 중간고사와 기말고사를 실시하며, 중간고사에 필기시험과 presentation을 보고 기말에도 똑같이 필기시험과 presentation을 보기 때문에 다른 수업에 비하여 아무래도 조금 더 시간을 투자해야 합니다.수업면에서는 재밌기도 하고 열심히 설명하기도 해서 좋지만 개인적으로 영어 문법을 너무 못해서 필기시험에서 성적을 다 깎아 먹었네요.자신이 문법보다는 외워서 말하는 presentation이 적합하다 싶으면 다른 수업 찾아보는 것도 괜찮다고 생각합니다",4.00
1998,영어커뮤니케이션2-중급,Craig H. Kerschner,20077,미스터케이......그는 진리이다. 그는 진정한 학점느님이자 대유잼 교수님으로 누구보다 친절하고 과제도별로안내주고...진리이다,5.00
1999,영어커뮤니케이션2-고급,Craig H. Kerschner,20078,우선 크레이그 겨슷님은 고급을 들어야만 함 왜냐하면 시험문제 너무 쉬워서 하나 틀리면 우수수임  따라서 절대평가 시급함 시험 외에 팀별 ppt발표랑 대화 발표가 있음 점수는 잘 주시는데 교수님이랑 친하고 수업 열심히 참여하면서 지내면 +없을거 붙는 경우가 있음 유쾌하시고 오토바이 좋아하시고 해비스모커이심 크레이그 겨슷님 짱짱 수업도 일찍 끝내주심 과제 안해가면 화내시니까 제때 해야함,5.00
2000,고급영어회화,국지연,20089,"교수님 자체는 좋은 분이심. 따로 이메일을 자주 보냈었는데 전부 스윗하게 잘 대답해주셨음. 근데 그 주 수업이 끝나면 항상 영상을 비공개 처리하셔서 다시보기가 불가능함. 그래도 중간,기말 대체 과제물 제출이라 시험에 대한 부담감은 크게 없었음. 다만, 교수님이 항상 수업시간에 강의물을 올려주시는게 아니라 좀 난감할 수 있음. 무엇보다 녹강으로 진행해서 나처럼 실강 싫어하는 사람들에겐 오히려 편하고 좋을수도! 절대평가라서 그냥 과제 제때 내고 수업 제때 들으면 에이쁠 받음. 교수님도 학생들 학점 깎으려는 의도 없으신 분인듯.",5.00
2001,고급영어회화,국지연,20089,매주 낮은 난도의 과제를 주심. 교재에 나온 문제나 mp3 파일 이용하는 게 다수. 블랙보드에 몇 줄 의견을 적되 수업에서 배운 문법을 이용한다던가 그런 미션도 있음. A4용지 1장 정도 분량 문제 풀이나 문장 짓기나 녹음파일 가져오는 등의 미션. 숙제를 미리 했지만 제출 까먹고 늦게 낸 적 여러번. 파일 잘못 제출한 적도 있음. 수업 출석 못 한 한 주도 있었음. 근데 수업영상이 며칠 지나면 락걸려서 못 봄. 그렇게 그 주 과제는 제출 못 함. 중간고사 때는 무난하게 과제 제출함. 기말고사 때는 대체과제인데 필자(치료 중)가 그날 쓰러져서 며칠이 증발해버렸음. 그래서 가이드라인과 수업영상을 못 보고 과제를 제출해야하는 대참사 벌어진거임. 어떻게든 뭔가 적어서 제출함. 이러면 교수님께 B+ 받음.,5.00
2002,고급영어회화,국지연,20089,학점이 강의만족도에 있어 1순위 기준이라면 추천풍부한 정보와 양질의 내용이 있는 강의는 아님영어 이수 학점 채우기엔 좋음,4.00
2003,고급영어회화,국지연,20089,후배들 안녕일단 싸강이였는데 과제가 매주 있음 근대 그냥 숙제같은 느낌이라 전혀 어렵진 않을거야.시험도 없었다 전부 과제 대체. 이 정도면 말 다하지 않았니?근대 밑에 0개국어라는데 ㅋㅋㅋㅋ ㄹㅇ루 영국에서 유학갔다오셨다고 했으니까 물론 영어는 엄청 잘하시겠지 근대 발음은 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋ 너무 힘들더라 ㅋㅋㅋ암튼 그래도 꿀 교양임 너희들의 영어전용강좌 학점을 이걸로 채우렴,5.00
2004,고급영어회화,국지연,20089,진짜별로... 0개 국어 하심. 듣지마세요.,1.00
2005,고급영어회화,국지연,20089,코로나때문에 녹강으로 수업을 진행했는데 조금 지각이 있으신 편..^^ 그렇지만 팀플도 없었고 시험도 기말고사 때 대면으로 한 번 봤다 중간은 1분 스피치 녹음파일 제출로 대체되었고 매 수업마다 약간의 과제가 있었다,5.00
2006,한국근현대사,박성준,20090,중간고사는 레포트대체였고 기말은 전범위 시험이었음전범위라 내용이 많아서 힘들었고 교수님이 말하시는거에서 시험이 나와서 꼼꼼히 강의 들으면서 공부해야함 ㅇㅇ 피피티로만 불가능공부하느라 꽤 고생했는데 얻는거 많은 수업임,4.00
2007,한국근현대사,박성준,20090,역사덕후라서 좋아하는 수업 하지만 꼼꼼하게 외워야 점수가 잘나온다. 레포트 쓸려고 견학다닌 것도 재미 있었음 학교와서 들었던 수업중 가장 교양다운 수업인 것 같다,5.00
2008,한국근현대사,박성준,20090,수업은 강의력 좋으셔서 알아듣기 쉬움.셤은 원래 두번인데 코로나때매 중간은 과제로 대체함평소 수업때 필기잘하고 필기한내용 달달 외우면 점수 좋게나옴. But 셤범위가 중간 +기말로 너무 많아서 좀 힘들었고 꼭 세세한 부분까지 정확하게 외워야함.,5.00
2009,한국근현대사,박성준,20090,너무너무 재밌게 들은 수업임. 코로나때문에 중간은 5장 레포트 대체과제로 하고 기말은 전범위로 시험봄. 일단 레포트는 교수님이 주제랑 들어가야할 내용을 정해줘서 각 내용당 한장 정도씩 쓰면 5장 채울 수 있음. 기말은 전범위가 헬이어서 난 2주 전에 시작함. 그리고 교수님은 정말 매우 좋으심. 수업도 열심히 하시고 강의 내용도 재밌고 역사다 보니 정치적으로 편향될 수 도 있는데 그런거 하나도 없이 너무 잘 가르치심. 5장 레포트랑 기말 전범위만 아니면 이 교수님 다른 수업도 듣고싶을 정도로 수업 재밌음.,5.00
2010,한국근현대사,박성준,20090,"비대면 학기 때는 듣지말 것비대면 시험으로 만약 중간-레포트, 기말-시험  이렇게 되면 기말 시험 범위 엄~~~~청 많음 강의는 재밌고 유익함 근데 외울거 엄 청 많 음",3.00
